No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,Category (Coma seperated),Tags,Contact Email (Coma seperated),SIte Name,Meta Desctiption of Site,Website Screenshot URL (1280X888)
5492,ferkosfinejewelry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,739",,,,,,
5493,ffb-tech.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,750",,,,,,
5494,filmphotographystore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,787",,,,,,
5495,firsttactical.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,833",,,,,,
5496,fitestyle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,845",,,,,,
5497,flannelfoxes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,862",,,,,,
5498,fletcherscloset.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,877",,,,,,
5499,flex24.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,880",,,,,,
5500,flirteegolf.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,893",,,,,,
5501,foreverinmyheartstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,978",,,,,,
5502,foreverylivingthing.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,980",,,,,,
5503,fortfoundry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 612,993",,,,,,
5504,framemycollection.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,044",,,,,,
5505,frankenmuthcheesehaus.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,051",,,,,,
5506,frankiescomics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,053",,,,,,
5507,freckledfawn.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,062",,,,,,
5508,freewaybearings.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,086",,,,,,
5509,frenchbroadchocolates.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,091",,,,,,
5510,frenchpaperartclub.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,093",,,,,,
5511,freshgroundroast.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,099",,,,,,
5512,fuglymugcompany.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,137",,,,,,
5513,fulfillgift.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,141",,,,,,
5514,fullyloadedchew.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,148",,,,,,
5515,furrydakimakura.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,167",,,,,,
5516,gaiaguy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,202",,,,,,
5517,genuinebyanthony.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,327",,,,,,
5518,getvfit.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,383",,,,,,
5519,gglights.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,395",,,,,,
5520,gianigranite.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,407",,,,,,
5521,giddyupclothingco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,411","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
5522,giftcardhero.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,415","Other,",,,,,
5523,glitty.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,466",,,,,,
5524,globalshokunin.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,476",,,,,,
5525,glow-shack.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,485",,,,,,
5526,goauntflow.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,505",,,,,,
5527,goefer.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,519",,,,,,
5528,goldilockswraps.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,542",,,,,,
5529,govacuum.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,603",,,,,,
5530,graciebarrawear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,622",,,,,,
5531,grainaudio.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,630",,,,,,
5532,greenmarketstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,684",,,,,,
5533,greenpathbaby.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,686","Baby Products,",,,,,
5534,groundedcompany.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,712",,,,,,
5535,growbaggardensystems.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,717","Home & Garden,",,,,,
5536,gulfcoast-robotics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,740",,,,,,
5537,gvartwork.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,757",,,,,,
5538,hairgoalstea.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,792","Beauty,",,,,,
5539,hamptonivy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,823",,,,,,
5540,hanstonequartz.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,839",,,,,,
5541,happylittlecamperbaby.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,843","Baby Products,",,,,,
5542,hardwiresafety.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,856","Other,",,,,,
5543,haxford.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,887",,,,,,
5544,hbbeautybar.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,892","Beauty,",,,,,
5545,headphones.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,909","Phones & Accessories,",,,,,
5546,healingtreeproducts.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,916",,,,,,
5547,heart-hugs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,939",,,,,,
5548,heatwavevisual.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,950",,,,,,
5549,hedleyandbennett.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 613,957",,,,,,
5550,heritagewedding.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,000",,,,,,
5551,hi-luxoptics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,025",,,,,,
5552,hi-techammo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,026",,,,,,
5553,hidesbazaar.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,033",,,,,,
5554,hijadetumadre.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,053",,,,,,
5555,hillcountryweavers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,057",,,,,,
5556,homeprotection.shop,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,146","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
5557,hopnsqueak.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,187",,,,,,
5558,horusbeer.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,200",,,,,,
5559,houseofsage.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,233",,,,,,
5560,hpnsupplements.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,248",,,,,,
5561,hudsonmadeny.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,270",,,,,,
5562,hungerwork.studio,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,289",,,,,,
5563,hykolity.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,320",,,,,,
5564,iallergy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,340",,,,,,
5565,ibeepop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,356",,,,,,
5566,iceland-camping-equipment.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,372",,,,,,
5567,ignitenutrition.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,419",,,,,,
5568,ikamper.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,432",,,,,,
5569,ilbacoffeeschool.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,436",,,,,,
5570,ilovelucius.store,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,445",,,,,,
5571,indigonight.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,505",,,,,,
5572,infinitebody.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,512",,,,,,
5573,inflowstyle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,519",,,,,,
5574,innovatodesign.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,548",,,,,,
5575,instajar.us,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,564",,,,,,
5576,internalife.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,584",,,,,,
5577,iredstore.live,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,631",,,,,,
5578,islandphoenix.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,666",,,,,,
5579,itargetpro.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,682",,,,,,
5580,ivorygem.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,705",,,,,,
5581,jagsthatrun.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,734",,,,,,
5582,jenniferhopeclothing.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,819","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
5583,jettyextracts.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,848",,,,,,
5584,jewelsbyjoanne.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,853",,,,,,
5585,johnnycupcakes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,920",,,,,,
5586,jsdsupply.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,974",,,,,,
5587,juicebeauty.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 614,983","Beauty,",,,,,
5588,justvapeinc.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,012","Other,",,,,,
5589,kamsnaps.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,046",,,,,,
5590,kato-brand.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,079","Womens Clothing, Watches, Jewellery, Shoes,",,,,,
5591,kevynaucoinbeauty.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,154","Beauty,",,,,,
5592,kichekogoods.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,171",,,,,,
5593,kidichicusa.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,179",,,,,,
5594,kidsluv.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,182",,,,,,
5595,killercreamery.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,190",,,,,,
5596,king-outlet-store.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,202",,,,,,
5597,kinkistry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,215",,,,,,
5598,kitandkate.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,234",,,,,,
5599,kitava.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,235",,,,,,
5600,kitchen-outfitters.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,236",,,,,,
5601,kitchycrafter.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,239",,,,,,
5602,knotandnestdesigns.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,264",,,,,,
5603,kokiecosmetics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,279",,,,,,
5604,koowheelelectricskateboard.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,294",,,,,,
5605,ladlesandlinens.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,372",,,,,,
5606,lalignenyc.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,405",,,,,,
5607,lampapparel.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,413",,,,,,
5608,larafashion.us,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,451",,,,,,
5609,legacylapels.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,568",,,,,,
5610,legavenue.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,575",,,,,,
5611,legendaryrootz.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,577",,,,,,
5612,letsgoghartcentralflorida.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,610",,,,,,
5613,liftgenie.us,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,674",,,,,,
5614,linksoul.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,713",,,,,,
5615,linnelldesign.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,714",,,,,,
5616,littleblackdiamond.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,732",,,,,,
5617,littleflowercandyco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,735",,,,,,
5618,littlegriddle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,736",,,,,,
5619,longriflesinc.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,829",,,,,,
5620,lostartmagic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,857",,,,,,
5621,lovefestfibers.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,876",,,,,,
5622,loveforcrystals.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,877",,,,,,
5623,lucidcustoms.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,907",,,,,,
5624,luckybastard.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,909",,,,,,
5625,lunadisplay.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,925",,,,,,
5626,lunaloveink.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,926",,,,,,
5627,lurkingclass.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 615,928",,,,,,
5628,madrock.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,003",,,,,,
5629,magalipascal.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,005",,,,,,
5630,maggshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,008","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
5631,makerrx.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,043",,,,,,
5632,makkojewelry.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,046",,,,,,
5633,malbongolf.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,051",,,,,,
5634,maliciouswomenco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,052",Womens Clothing,,,,,
5635,mammothelectronics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,058",,,,,,
5636,man-pack.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,059",,,,,,
5637,marpac.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,154",,,,,,
5638,marrincostello.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,157",,,,,,
5639,maureenaboodmarket.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,224",,,,,,
5640,mboards.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,250",,,,,,
5641,medidermlab.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,337",,,,,,
5642,mediumtall.no,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,339",,,,,,
5643,mellowthreadsco.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,365",,,,,,
5644,metabolichealthsummit.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,416",,,,,,
5645,metals.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,422",,,,,,
5646,meural.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,437",,,,,,
5647,mgoblogstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,450",,,,,,
5648,mgrills.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,451",,,,,,
5649,mimmic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,544",,,,,,
5650,mineralfusion.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,555",,,,,,
5651,missbabs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,574",,,,,,
5652,misseskisses.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,575",,,,,,
5653,missinglink.org,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,577",,,,,,
5654,modernroadster.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,645",,,,,,
5655,moirabeauty.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,666","Beauty,",,,,,
5656,mominaboxshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,680","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
5657,mondaysuck.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,689",,,,,,
5658,mooandtwig.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,714",,,,,,
5659,morgenthalfrederics.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,730",,,,,,
5660,motionboardshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,752","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
5661,mouse-free.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,770",,,,,,
5662,mulberry-grand.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,841",,,,,,
5663,myabetic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,892",,,,,,
5664,myhemochromatosishelp.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,953",,,,,,
5665,mykorplus.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,970",,,,,,
5666,mylucasoil.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 616,979",,,,,,
5667,myxedup.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,056",,,,,,
5668,nannieinez.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,074",,,,,,
5669,nano-ice.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,075",,,,,,
5670,nepenthehomebrew.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,183","Home & Garden,",,,,,
5671,neversinktools.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,212",,,,,,
5672,newapproachschool.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,217",,,,,,
5673,nextlashes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,267",,,,,,
5674,nicorashoes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,309","Shoes,",,,,,
5675,nocheskincare.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,362","Other,",,,,,
5676,nomadcomplex.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,376",,,,,,
5677,northerngreencanada.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,410",,,,,,
5678,northstargames.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,426","Gaming,",,,,,
5679,nowalchemy.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,442",,,,,,
5680,nutrovape.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,477","Other,",,,,,
5681,oaki.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,531",,,,,,
5682,officialpaisleypark.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,578",,,,,,
5683,ohsoprettycustomfabric.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,600",,,,,,
5684,onestopcopstore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,689",,,,,,
5685,onlinearbitrageservices.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,697",,,,,,
5686,onlyhomedecor.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,705","Home & Garden,",,,,,
5687,ooly.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,715",,,,,,
5688,openvapeshop.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,735","Womens Clothing, Mens Clothing, Watches, Jewellery,",,,,,
5689,oregrown.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,779",,,,,,
5690,otcvideogames.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,823","Gaming,",,,,,
5691,outcastgarage.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,836",,,,,,
5692,oxenapparel.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,855",,,,,,
5693,oxfordpennant.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,859",,,,,,
5694,oxy-cotton.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,865",,,,,,
5695,oyawear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,866",,,,,,
5696,oyveybaby.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,867","Baby Products,",,,,,
5697,padcaster.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,896",,,,,,
5698,padgetthoke.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,898",,,,,,
5699,palmbeachnaturals.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,922",,,,,,
5700,paloaltoinnovation.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,929",,,,,,
5701,parts4cells.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 617,989",,,,,,
5702,pawpail.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,019",,,,,,
5703,pawscomplete.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,022",,,,,,
5704,peace-collective.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,058",,,,,,
5705,peaksnpaws.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,067",,,,,,
5706,peopleplacesandthings.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,094",,,,,,
5707,perchfurniture.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,102",,,,,,
5708,perfectpicnicnyc.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,110",,,,,,
5709,perrywinkles.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,121",,,,,,
5710,personalisedlaptrays.co.uk,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,124",,,,,,
5711,pescamuerta.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,132",,,,,,
5712,petersciortinosbakery.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,144",,,,,,
5713,pethaus.com.au,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,153",,,,,,
5714,petprintpros.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,157",,,,,,
5715,physiclo.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,210",,,,,,
5716,phytorite.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,211",,,,,,
5717,pinktwig.ca,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,246",,,,,,
5718,pistollake.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,261",,,,,,
5719,pitbullgear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,263",,,,,,
5720,pixiecove.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,280",,,,,,
5721,pladra.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,298",,,,,,
5722,playbears.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,324",,,,,,
5723,plumpjackwines.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,351",,,,,,
5724,pluspods.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,354",,,,,,
5725,polishpotteryoutlet.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,383","Beauty,",,,,,
5726,popfizzpaper.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,393",,,,,,
5727,poshdealz.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,418",,,,,,
5728,premadedesigns.net,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,480",,,,,,
5729,premiumgoodshtx.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,490",,,,,,
5730,prestigeshoes.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,505","Shoes,",,,,,
5731,prettysimpleme.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,507",,,,,,
5732,proudusagear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,602",,,,,,
5733,puremagnetik.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,669",,,,,,
5734,purpledotfashion.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,675",,,,,,
5735,qyksonic.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,742",,,,,,
5736,rachelcomey.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,752",,,,,,
5737,recycledfirefighter.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,886",,,,,,
5738,redblossomtea.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,888",,,,,,
5739,reflectedimagemotorsports.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 618,919",,,,,,
5740,retrosuperfuture.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 619,037",,,,,,
5741,reviewtubestore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 619,047",,,,,,
5742,revivalrugs.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 619,049",,,,,,
5743,revivemi.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 619,050",,,,,,
5744,rhapsodielle.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 619,075",,,,,,
5745,rideordiemotors.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 619,102",,,,,,
